business_name,category,city,address,phone,source
Kath. Pfarrei Italienische Gemeinde,Catholic church,Frankfurt,"Kath. Pfarrei Italienische Gemeinde, Bettinastraße 26, 60325 Frankfurt am Main, Germany",69550110,Google Places
Ev. Maria Magdalena Kirche (Osterkirche),Protestant church,Frankfurt,"Ev. Maria Magdalena Kirche (Osterkirche), Mörfelder Landstraße 214, 60598 Frankfurt am Main, Germany",699631610,Google Places
"Sancta Famila, Ginnheim","Catholic church, Rectory",Frankfurt,"Sancta Famila, Ginnheim, Pflugstraße 1, 60431 Frankfurt am Main, Germany",69951167960,Google Places
Herz-Marien-Kirche,Catholic church,Frankfurt,"Herz-Marien-Kirche, Auf dem Mühlberg 14, 60599 Frankfurt am Main, Germany",696032053,Google Places
Croatian Catholic community,Catholic church,Frankfurt,"Croatian Catholic community, Niedenau 27, 60325 Frankfurt am Main, Germany",69723125,Google Places
maica-domnului.de,Orthodox church,Frankfurt,"maica-domnului.de, Friedrich-Ebert-Anlage 33, 60327 Frankfurt am Main, Germany",622372427,Google Places
Serbisch-Orthodoxe Gemeinde,Orthodox church,Frankfurt,"Serbisch-Orthodoxe Gemeinde, Sondershausenstraße, 60326 Frankfurt am Main, Germany",6936700666,Google Places
Griechisch-Orthodoxe Kirchengemeinde Prophet Elias Kirche zu Frankfurt am Main,"Greek Orthodox church, Church, Congregation",Frankfurt,"Griechisch-Orthodoxe Kirchengemeinde Prophet Elias Kirche zu Frankfurt am Main, Solmsstraße 1, 60486 Frankfurt am Main, Germany",69777412,Google Places
"Rumänisch Orthodoxe Kirche ""Schutzmantel d.Gottesgebärerin"" - Frankfurt am Main.",Orthodox church,Frankfurt,"Rumänisch Orthodoxe Kirche ""Schutzmantel d.Gottesgebärerin"" - Frankfurt am Main., Ziegelhüttenweg 149, 60598 Frankfurt am Main, Germany",Unknown,Google Places
LDS Institute,"Learning center, Basketball court, Church of Jesus Christ of Latter-day Saints, Library, Youth center, Youth organization",Frankfurt,"LDS Institute, Porthstraße 5, 60435 Frankfurt am Main, Germany",80029502950,Google Places
Mennoniten-Gemeinde Frankfurt e.V.,Church,Frankfurt,"Mennoniten-Gemeinde Frankfurt e.V., Eysseneckstraße 54, 60322 Frankfurt am Main, Germany",69590228,Google Places
Dompfarramt,Congregation,Frankfurt,"Dompfarramt, Domplatz 14, 60311 Frankfurt am Main, Germany",Unknown,Google Places
Rumänisch-Orthodoxe Pfarrei St. Bartholomäus Frankfurt,Orthodox church,Frankfurt,"Rumänisch-Orthodoxe Pfarrei St. Bartholomäus Frankfurt, Funckstraße 14, 60486 Frankfurt am Main, Germany",17669372855,Google Places
Adventist Church Bad Homburg,"Seventh-day Adventist church, Church, Congregation, Parish",Bad Homburg,"Adventist Church Bad Homburg, Feldstraße 71, 61352 Bad Homburg vor der Höhe, Germany",1723121917,Google Places
Crossroads Church Dubai,Church,Dubai,7898+GMV Crossroads Church Dubai - Deira - Dubai - United Arab Emirates,Unknown,Google Places
Sashini’s place,Friends church,Dubai,Sashini’s place - 2 37th St - Deira - Dubai - United Arab Emirates,Unknown,Google Places
Reedemed Christian Church of God (RCCG) Dubai,Church,Dubai,"Reedemed Christian Church of God (RCCG) Dubai, Speedex Center - Abu Baker Al Siddique Metro Station Room 105 -107 - Dubai - United Arab Emirates",971507488967,Google Places
Winners Chapel International Dubai,Church,Dubai,"Winners Chapel International Dubai - Radisson Blu Hotel, Dubai Deira Creek - Baniyas Rd - Deira - Al Rigga - Dubai - United Arab Emirates",97142863640,Google Places
Edify Church Dubai,Church,Dubai,"Edify Church Dubai, Speedex Center - Salah Al Din St - Deira - Dubai - United Arab Emirates",971559006494,Google Places
Citizens of heaven ministries dubai,Church,Dubai,Citizens of heaven ministries dubai - 14 14a St - Hor Al Anz - Dubai - United Arab Emirates,971588526464,Google Places
Salvation Ministries Dubai,Church,Dubai,Salvation Ministries Dubai - Baniyas Rd - Deira - Al Rigga - Dubai - United Arab Emirates,971544279362,Google Places
"Word Revival Intl Ministries, Dubai",Apostolic church,Dubai,"784M+HW2 Word Revival Intl Ministries, Dubai - Port Saeed - Dubai - United Arab Emirates",971567435441,Google Places
APOSTLE CONTINUATION CHURCH,Religious organization,Dubai,APOSTLE CONTINUATION CHURCH - 31D St - Naif - Dubai - United Arab Emirates,971589670864,Google Places
Firooj mura,Church,Dubai,Firooj mura - 4 16a St - Al Murar - Dubai - United Arab Emirates,Unknown,Google Places
GCC,Church,Dubai,7878+V76 GCC - Al Maktoum Rd - Deira - Dubai - United Arab Emirates,Unknown,Google Places
The Dubai City Church,Church,Dubai,68Q9+48X The Dubai City Church - 19th St - Umm Hurair 2 - Dubai - United Arab Emirates,971507057605,Google Places
People’s Church Dubai,Church,Dubai,"7843+89M People’s Church Dubai, Pedestrian Bridge - Bur Dubai - Al Hamriya - Dubai - United Arab Emirates",971589145819,Google Places
New Life Fellowship (NLF) Dubai,"Evangelical church, Pentecostal church",Dubai,"New Life Fellowship (NLF) Dubai, Holy Trinity Church Compound - Dubai - United Arab Emirates",971586527780,Google Places
রশিদ,Place of worship,Dubai,রশিদ - 9 35A St - Naif - Dubai - United Arab Emirates,Unknown,Google Places
Immanuel Assemblies of God Church,"Assemblies of God church, Christian church, Church, Gospel church, Pentecostal church",Dubai,"Immanuel Assemblies of God Church - Holy Trinity Church compound, Hall B1 - Oud Metha Rd - Dubai - United Arab Emirates",971505031647,Google Places
Harvesters International Church Dubai,Church,Dubai,"Harvesters International Church Dubai - E4 St, Philips Chapel, Holy Trinity Campus - Metro Station - near Oud Metha - Dubai - United Arab Emirates",971504748179,Google Places
Holy Trinity Church,"Orthodox church, Church, Protestant church",Dubai,Holy Trinity Church - 8 19dStreet - Umm Hurair 2 - Dubai - United Arab Emirates,97143370247,Google Places
Emirates Baptist Church International (EBCI),"Baptist church, Place of worship",Dubai,"Emirates Baptist Church International (EBCI), The DoubleTree M Square Hotel - Al Mankhool - Dubai - United Arab Emirates",971506462079,Google Places
"St. Mary's Catholic Church, Dubai","Catholic church, Church, Place of worship, Tourist attraction",Dubai,"St. Mary's Catholic Church, Dubai - 247 Oud Metha Rd - Umm Hurair 2 - Umm Hurair Second - Dubai - United Arab Emirates",97143358504,Google Places
CSI Dubai Malayalam Parish,Anglican church,Dubai,68Q9+49J CSI Dubai Malayalam Parish - Umm Hurair 2 - Dubai - United Arab Emirates,971505280470,Google Places
MFGC English Worship,"Full Gospel church, Pentecostal church",Dubai,MFGC English Worship - Karama - Dubai - United Arab Emirates,971554966123,Google Places
Sharon Fellowship Church - Dubai,Pentecostal church,Dubai,Sharon Fellowship Church - Dubai - Oud Metha - Dubai - United Arab Emirates,971509516639,Google Places
Miracle Garden International Community,Church,Dubai,"Miracle Garden International Community, Arenco Building - G8 - B block Zaa'beel St - Al Karama - Dubai - United Arab Emirates",971556202436,Google Places
CCFdxbdeira,Religious organization,Dubai,CCFdxbdeira - Deira - Al Rigga - Dubai - United Arab Emirates,971549981797,Google Places
Ljor Uae church,Church,Dubai,68VW+FX3 Ljor Uae church - Garhoud - Dubai - United Arab Emirates,Unknown,Google Places
"Trinity Mar Thoma Church, Dubai",Place of worship,Dubai,"68Q9+464 Trinity Mar Thoma Church, Dubai - Oud Metha - Dubai - United Arab Emirates",971505566103,Google Places
IPC Ebenezer Dubai,Pentecostal church,Dubai,IPC Ebenezer Dubai - 253 Oud Metha Rd - Umm Hurair 2 - Dubai - United Arab Emirates,971505246046,Google Places
"St. Thomas Orthodox Cathedral, Dubai",Orthodox church,Dubai,"St. Thomas Orthodox Cathedral, Dubai، Near Indian High School - 11th Street - Oud Metha Rd - Oud Metha - Dubai - United Arab Emirates",97143371122,Google Places
IPC REVIVAL CHURCH Dubai,Church,Dubai,68Q9+272 IPC REVIVAL CHURCH Dubai - Umm Hurair 2 - Dubai - United Arab Emirates,Unknown,Google Places
GBI Rock,Church,Dubai,"GBI Rock, BMi Buliding , Bur Dubai - Ofice No- 303 - Al Mankhool - Dubai - United Arab Emirates",Unknown,Google Places
"Salem AG Church, Dubai",Place of worship,Dubai,"68Q9+46X Salem AG Church, Dubai - Umm Hurair 2 - Dubai - United Arab Emirates",971559297687,Google Places
"The Salvation Army, church Dubai",Church,Dubai,"The Salvation Army, church Dubai, Holy Trinity Church compound - Hall B1 Oud Metha Rd - Umm Hurair 2 - Dubai - United Arab Emirates",Unknown,Google Places
IPC Philadelphia Dubai,Pentecostal church,Dubai,"IPC Philadelphia Dubai, Metro Station - Holy Trinity Church compound Hall # F1 - near Oud Metha - Dubai - United Arab Emirates",971585024343,Google Places
Siloam Apostolic Congregation (SAC) Dubai (Tamil church),Apostolic church,Dubai,Siloam Apostolic Congregation (SAC) Dubai (Tamil church) - Al Qusais - Al Qusais 1 - Dubai - United Arab Emirates,971508916870,Google Places
Dubai Central Seventh-day Adventist Church,Seventh-day Adventist church,Dubai,"Dubai Central Seventh-day Adventist Church - Holy Trinity Church Compound. Umm Hurair 2, Near St. Mary's Catholic Church - Dubai - United Arab Emirates",971501940813,Google Places
Redeemer Church of Dubai,Church,Dubai,Redeemer Church of Dubai - 23215 Sheikh Zayed Rd - Trade Centre - Trade Centre 1 - Dubai - United Arab Emirates,971585890720,Google Places
WHC Events Management LLC,"Event management company, Church",Dubai,"WHC Events Management LLC, Al Bakhit Center - Room 101 - Dubai - United Arab Emirates",971504564046,Google Places
New Life Ministries Dubai,Place of worship,Dubai,782Q+CRV New Life Ministries Dubai - Garhoud - Dubai - United Arab Emirates,971586614534,Google Places
St. Mark & Ava Bishoy Coptic Orthodox Church,Orthodox church,Dubai,St. Mark & Ava Bishoy Coptic Orthodox Church - Inside Holy Trinity Church - Oud Metha Rd - Dubai - United Arab Emirates,971564765593,Google Places
Fellowship @Creekside,Place of worship,Dubai,Fellowship @Creekside - Garhoud - Dubai - United Arab Emirates,Unknown,Google Places
The Church of Pentecost Dubai,Church,Dubai,79QP+99Q The Church of Pentecost Dubai - Al Qusais Industrial Area - Al Twar Fourth - Dubai - United Arab Emirates,971542638441,Google Places
Apostolic tamil church,Spiritist center,Dubai,Apostolic tamil church - 1 15th B St - Al Karama - Dubai - United Arab Emirates,Unknown,Google Places
NJC Tamil Service Dubai,Pentecostal church,Dubai,"NJC Tamil Service Dubai, Holy Trinity Church, St Luke Hall and Benjamin Hall - Umm Hurair 2 - Dubai - United Arab Emirates",971556545655,Google Places
Christ Centered Church,Hotel,Dubai,782R+HVC Christ Centered Church - Garhoud - Dubai - United Arab Emirates,971585991928,Google Places
FOCUC Myanmar Church - Dubai,Church,Dubai,FOCUC Myanmar Church - Dubai - 253 Oud Metha Rd - Umm Hurair 2 - Dubai - United Arab Emirates,97145919195,Google Places
GGM Telugu church Dubai,Church,Dubai,68Q9+482 GGM Telugu church Dubai - Umm Hurair 2 - Dubai - United Arab Emirates,971507675629,Google Places
New Covenant Family,Church of Christ,Dubai,"New Covenant Family, Burdubai - Za'abeel - Za'abeel 2 - Dubai - United Arab Emirates",Unknown,Google Places
St.Paul Telugu church,Church,Dubai,68Q9+284 St.Paul Telugu church - Umm Hurair 2 - Dubai - United Arab Emirates,971555045922,Google Places
Delhi,New Age church,Dubai,"Delhi, Saheel 2 - Al Ittihad Rd - Al Qusais - Al Nahda 1 - Dubai - United Arab Emirates",Unknown,Google Places
Eleutheria Community Church,Church,Dubai,Eleutheria Community Church - 97 16D St - Jumeirah - Jumeirah 1 - Dubai - United Arab Emirates,971585893740,Google Places
두바이한인교회,Korean church,Dubai,"United Arab Emirates, Dubai, 두바이한인교회",971589745597,Google Places
Covenant Faith Ministries Church,Apostolic church,Sharjah,"89QQ+6QF Covenant Faith Ministries Church, Road & - King Faisal St - Al Nad - Al Qasimia - Sharjah - United Arab Emirates",971545197670,Google Places
Grace City Of God's Mission,Religious organization,Sharjah,Grace City Of God's Mission - flat 803 al nahda building 167 sharjah - Sharjah - United Arab Emirates,Unknown,Google Places
Sharjah Worship Centre,Church,Sharjah,9C23+75H Sharjah Worship Centre - 8 Street 52 - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates,971509416777,Google Places
CCC Salvation Boat Parish Dubai,Religious destination,Dubai,"CCC Salvation Boat Parish Dubai, AL, NASTRAN TOWER - 702 - Jaddaf Waterfront - Dubai - United Arab Emirates",971506485702,Google Places
Finote Tsidk,Church,Dubai,Finote Tsidk - Dubai - United Arab Emirates,251966104450,Google Places
First Bethany Baptist Church,Place of worship,Sharjah,First Bethany Baptist Church - Al Majaz 3 - Al Majaz - Sharjah - United Arab Emirates,Unknown,Google Places
CHURCH OF THE LIVING GOD,"Pentecostal church, Place of worship",Sharjah,CHURCH OF THE LIVING GOD - Al Wahda St - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates,971557433706,Google Places
Union Church Sharjah,Church,Sharjah,Union Church Sharjah - 30 Al Dhahak Bin Harethah St-26th St - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates,971526773106,Google Places
Christian Fellowship Church (CFC) Dubai,Christian church,Sharjah,"9C23+75H Christian Fellowship Church (CFC) Dubai, Hall No# 3 - Worship Center - 8 Street 52 - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates",916371936583,Google Places
BHS INTERFAITH SERVICES,Church,Dubai,"67CP+C26 BHS INTERFAITH SERVICES - One Central, Dubai World - Dubai - United Arab Emirates",971585489200,Google Places
Sharjah City Assembly of God Church,Assemblies of God church,Sharjah,Sharjah City Assembly of God Church - Sharjah Worship Center - Al Yarmook - Sharjah - United Arab Emirates,971507007802,Google Places
"Salem AG Church, Sharjah",Church,Sharjah,"9C23+75H Salem AG Church, Sharjah - 8 Street 52 - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates",Unknown,Google Places
St.mary & Abou Sefein Coptic church - Sharjah,Church,Sharjah,St.mary & Abou Sefein Coptic church - Sharjah - 20 Al Dhahak Bin Harethah St-26th St - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates,Unknown,Google Places
Mar Thoma Parsonage Al Nahdah,Religious destination,Dubai,79R8+Q6J Mar Thoma Parsonage Al Nahdah - Al Nahda - Al Nahda 1 - Dubai - United Arab Emirates,971504582187,Google Places
IPC Tamil Church Sharjah,Church,Sharjah,9C23+75H IPC Tamil Church Sharjah - 8 Street 52 - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates,971506316830,Google Places
campinas,Church,Dubai,673C+W8M campinas - Dubai - United Arab Emirates,Unknown,Google Places
CSI Tamil Church,Church,Sharjah,CSI Tamil Church - 37 Al Dhahak Bin Harethah St - 26 St - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates,971507032150,Google Places
Emmanuel z Gonwokay,Church,Dubai,"Emmanuel z Gonwokay, Single Business Tower - Business Bay - Dubai - United Arab Emirates",Unknown,Google Places
AGAPE AG CHURCH,Assemblies of God church,Sharjah,AGAPE AG CHURCH - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates,971505223427,Google Places
Dubai,Church,Dubai,6C99+RQX Dubai - Mirdif - Dubai - United Arab Emirates,Unknown,Google Places
Shalom International Ministries,Christian church,Sharjah,"Shalom International Ministries, Ewan Hotel - Al Khalidiya - Sharjah - United Arab Emirates",971503418907,Google Places
Apostolic tamil church,Church,Sharjah,9C23+75H Apostolic tamil church - 8 Street 52 - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates,971501198774,Google Places
Rajesh Das,Church,Dubai,673C+W8M Rajesh Das - Dubai - United Arab Emirates,Unknown,Google Places
Mar Thoma Chaplain Residence,Religious organization,Sharjah,Mar Thoma Chaplain Residence - 16 B Street Vasantha Bhavan Restaurant Building Next to Carre Four Market - Al Nahda 1 - Sharjah - United Arab Emirates,971502214400,Google Places
St. Martin's Anglican Church,Church,Sharjah,8CX3+G45 St. Martin's Anglican Church - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates,Unknown,Google Places
Dinos inseln,Church,Dubai,673C+W8M Dinos inseln - Dubai - United Arab Emirates,Unknown,Google Places
"Mizpah Prayer Fellowship (AG), Sharjah",Church,Sharjah,"Mizpah Prayer Fellowship (AG), Sharjah - 37 Al Dhahak Bin Harethah St - 26 St - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates",971561071736,Google Places
Life Church Global | Christian Church Dubai since 2015,"Church, Christian church, Church of Christ",Dubai,Life Church Global | Christian Church Dubai since 2015 - Al Quoz - Al Quoz Industrial Area 2 - Dubai - United Arab Emirates,971557203943,Google Places
GTCM Cathedral,Church,Sharjah,894Q+976 GTCM Cathedral - Industrial Area 7 - Industrial Area - Sharjah - United Arab Emirates,971568887315,Google Places
Musallah,Mosque,Dubai,68P9+5GC Musallah - Umm Hurair 2 - Dubai - United Arab Emirates,Unknown,Google Places
Saint Gregory the Illuminator Armenian Church,Armenian church,Sharjah,Saint Gregory the Illuminator Armenian Church - 30 Al Dhahak Bin Harethah St-26th St - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates,97165660320,Google Places
St Mary's knanaya Church,Church,Sharjah,8CX3+VM6 St Mary's knanaya Church - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates,Unknown,Google Places
The Mar Thoma Parish Sharjah,"Church, Christian church",Sharjah,"The Mar Thoma Parish Sharjah - Yarmook Area, Near Progressive School, P.O. Box 2106 - Sharjah - United Arab Emirates",97165669868,Google Places
St. Michael's Catholic Church,"Catholic church, Church, Tourist attraction",Sharjah,St. Michael's Catholic Church - 15 Abdullah Bin Anees St-21st St - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates,97165662424,Google Places
Yeu QM,Church,Dubai,673C+W8M Yeu QM - Yeu QM - Unnamed Road - Dubai - United Arab Emirates,Unknown,Google Places
St.Mary's Jacobite Syrian Soonoro Patriarchal Cathedral (St. Mary's Jacobite Syrian Orthodox Patriarchal Cathedral,Church,Sharjah,St.Mary's Jacobite Syrian Soonoro Patriarchal Cathedral (St. Mary's Jacobite Syrian Orthodox Patriarchal Cathedral - Al Dhahak Bin Harethah St-26th St - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates,97165663384,Google Places
Grace Baptist Church,"Church, Baptist church, Evangelical church, Reformed church",Sharjah,Grace Baptist Church - Dasman - Halwan Suburb - Sharjah - United Arab Emirates,97165210975,Google Places
Christha Vandana kannada Church Sharjah(Hall#8),Church,Sharjah,Christha Vandana kannada Church Sharjah(Hall#8) - 30 Al Dhahak Bin Harethah St-26th St - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates,Unknown,Google Places
Tamil Nadu cinema long,Church,Dubai,673C+W8M Tamil Nadu cinema long - Dubai - United Arab Emirates,Unknown,Google Places
"""GILGAL"" AG CHURCH SHARJAH",Church,Sharjah,"9C33+9W8 ""GILGAL"" AG CHURCH SHARJAH - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates",Unknown,Google Places
St. Gregorious Indian Orthodox Church (Gulf Parumala),Orthodox church,Sharjah,St. Gregorious Indian Orthodox Church (Gulf Parumala) - 9 Abdullah Bin Anees St-21st St - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates,971562887010,Google Places
Fellowship @Two Seasons,"Christian church, Evangelical church",Dubai,"Fellowship @Two Seasons, Metro Station - Two Seasons Hotel & Apartments - Sheikh Zayed Rd - opposite Internet City - Dubai - United Arab Emirates",97142443280,Google Places
Russian Orthodox Church,"Russian Orthodox church, Tourist attraction",Sharjah,Russian Orthodox Church - Jabber Bin Abdulla Street - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates,971556850331,Google Places
Al quiaya,Church,Sharjah,9CF2+X26 Al quiaya - Al Gulai'aah - Al Sharq - Sharjah - United Arab Emirates,Unknown,Google Places
Sjømannskirken i Dubai - The Norwegian seamen's centre Dubai,Social services organization,Dubai,Sjømannskirken i Dubai - The Norwegian seamen's centre Dubai - 252 Oud Metha Rd - Oud Metha - Dubai - United Arab Emirates,971505589653,Google Places
Jy Home,Church,Dubai,6C92+95V Jy Home - 74a Street - Al Rashidiya - Dubai - United Arab Emirates,Unknown,Google Places
青年教会主日学,Church,Dubai,"United Arab Emirates, Dubai, 青年教会主日学",971585225177,Google Places
Gods pavilion champions chapel,Church,Ajman,"CF3M+2MP Gods pavilion champions chapel, RaddisonBlu hotel - Al Jerf 2 - Ajman - United Arab Emirates",Unknown,Google Places
KRCI ajman church,Church of Christ,Ajman,9CXH+2MC KRCI ajman church - Al Rumailah - Al Rumailah 3 - Ajman - United Arab Emirates,Unknown,Google Places
Prayer and Worship Point,Church of Christ,Sharjah,8FMQ+93W Prayer and Worship Point - Sharjah International Airport - Saif Zone - Sharjah - United Arab Emirates,Unknown,Google Places
The Well,Social club,Dubai,"The Well - 26th St., Near Dubai Driving Center, Al Quoz Industrial Area 4 - Dubai - United Arab Emirates",9779849179782,Google Places
CSI Parish Sharjah Malayalam,Place of worship,Sharjah,9C23+75H CSI Parish Sharjah Malayalam - 8 Street 52 - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates,Unknown,Google Places
Fernando Alonso 33,Church,Dubai,"65G9+CQ7 Fernando Alonso 33, The Island Dubai - The World Islands - Dubai - United Arab Emirates",Unknown,Google Places
Winners church,Church,Dubai,35X7+26X Winners church - Al Sufouh - Dubai Internet City - Dubai - United Arab Emirates,Unknown,Google Places
Koinonia Sharjah,Religious organization,Sharjah,8CX3+Q7J Koinonia Sharjah - Abdullah Bin Anees St-21st St - Al Yarmook - Halwan Suburb - Sharjah - United Arab Emirates,971568906282,Google Places
Ajman & UAQ Seventh-day Adventist Church,Church,Abu Dhabi,Ajman & UAQ Seventh-day Adventist Church - 214 Al Siddeeq Street - Al Owan - Al Nakhil 1 - Abu Dhabi - United Arab Emirates,Unknown,Google Places
Dubai United Arab Emirates Temple,Church of Jesus Christ of Latter-day Saints,Dubai,Dubai United Arab Emirates Temple - Dubai - United Arab Emirates,Unknown,Google Places
bobbys travel Gbr,Travel agency,Frankfurt,"bobbys travel Gbr, Ludwigstraße 14, 60327 Frankfurt am Main, Germany",6924277700,Google Places
STA Travel - Reisebüro Frankfurt,Travel agency,Frankfurt,"STA Travel - Reisebüro Frankfurt, Berliner Str. 44, 60311 Frankfurt am Main, Germany",6966814941,Google Places
My Travel Company Reisebüro,Travel agency,Frankfurt,"My Travel Company Reisebüro, Skyline Plaza, Europa-Allee 6, 60327 Frankfurt am Main, Germany",6974090665,Google Places
ESL – Sprachreisen,"Travel agency, Service establishment, Foreign languages program school, Language school",Dubai,Unknown,6971046802,Google Places
Taj Mahal Travel Frankfurt Am Main,"Travel agency, Airstrip, Tour operator",Frankfurt,"Taj Mahal Travel Frankfurt Am Main, Münchener Str. 33, 60329 Frankfurt am Main, Germany",6924248852,Google Places
Aria Travel Point UG,Travel agency,Frankfurt,"Aria Travel Point UG, Am Hauptbahnhof 10/2.Etage, 60329 Frankfurt am Main, Germany",6924246307,Google Places
Airways Travel GmbH,"Tour operator, Airline ticket agency, Airplane, Tour agency",Frankfurt,"Airways Travel GmbH, Mannheimer Str. 73, 60327 Frankfurt am Main, Germany",692429040,Google Places
TOM BENZON - Travel Agency for Extraordinary Lifestyle,Travel agency,Frankfurt,"TOM BENZON - Travel Agency for Extraordinary Lifestyle, Krögerstraße 2, 60313 Frankfurt am Main, Germany",6917297980,Google Places
Salma Khatoon Raja Lucky Travel,Travel agency,Frankfurt,"Salma Khatoon Raja Lucky Travel, Am Hauptbahnhof 4, 60329 Frankfurt am Main, Germany",6924248831,Google Places
Lufthansa City Center TRAVELart GmbH,Travel agency,Frankfurt,"Lufthansa City Center TRAVELart GmbH, Steinweg 1/1. OG, 60313 Frankfurt am Main, Germany",692970210,Google Places
Metropol Tours,Travel agency,Frankfurt,"Metropol Tours, Stiftstraße 36, 60313 Frankfurt am Main, Germany",6921998818,Google Places
Travel Centre GmbH,Travel agency,Frankfurt,"Travel Centre GmbH, Baseler Str. 35-37, 60329 Frankfurt am Main, Germany",6927229670,Google Places
Afghan Touristic & Travels das Reisebüro ATT Frankfurt / Afghanische Reisebüro,"Travel agency, Airline ticket agency, Tour agency",Frankfurt,"Afghan Touristic & Travels das Reisebüro ATT Frankfurt / Afghanische Reisebüro, Düsseldorfer Str. 4, 60329 Frankfurt am Main, Germany",6925612675,Google Places
British Travel Company,"Travel agency, Tour agency, Tour operator",Frankfurt,"British Travel Company, Hühnerweg 19, 60599 Frankfurt am Main, Germany",6966379960,Google Places
Berger Reisebüro A.Dannesberger,Travel agency,Frankfurt,"Berger Reisebüro A.Dannesberger, Berger Str. 21, 60316 Frankfurt am Main, Germany",694909076,Google Places
GALERIA Reisen Frankfurt Hauptwache,Travel agency,Frankfurt,"GALERIA Reisen Frankfurt Hauptwache, Zeil 116-126, 60313 Frankfurt am Main, Germany",69210878780,Google Places
LST Travel Agency,Travel agency,Frankfurt,"LST Travel Agency, Niddastraße 103, 60329 Frankfurt am Main, Germany",6975848875,Google Places
Indochina Travels / EUVIBUS GmbH,"Travel agency, Tour operator",Frankfurt,"Indochina Travels / EUVIBUS GmbH, Berliner Str. 72, 60311 Frankfurt am Main, Germany",6990434950,Google Places
Russia Travels Reisebüro,Travel agency,Frankfurt,"Russia Travels Reisebüro, Bethmannstraße 17, 60311 Frankfurt am Main, Germany",6990756792,Google Places
Frankfurt on Foot Walking Tours,Tour agency,Frankfurt,"Frankfurt on Foot Walking Tours, Braubachstraße 41, 60311 Frankfurt am Main, Germany",15208464200,Google Places
Die TUI in Frankfurt/Main,"Travel agency, Tour operator",Frankfurt,"Die TUI in Frankfurt/Main, Level-B Zone, An der Hauptwache 7 / Allianzpassage / Untergeschoss, 60313 Frankfurt am Main, Germany",69282895,Google Places
AiTravel Service - Privat & Geschäftsreisen,Travel agency,Frankfurt,"AiTravel Service - Privat & Geschäftsreisen, Kaiserstraße 62-64/Laden 7, 60329 Frankfurt am Main, Germany",6925622655,Google Places
Al Abbas Travel Agency Reisebüro,Travel agency,Frankfurt,"Al Abbas Travel Agency Reisebüro, Mosel Straße 16 Ecke, Münchener Str. 38, 60329 Frankfurt am Main, Germany",69235503,Google Places
Die TUI in Frankfurt,Travel agency,Frankfurt,"Die TUI in Frankfurt, Schweizer Platz, 60594 Frankfurt am Main, Germany",6966058950,Google Places
makkatravel,Travel agency,Frankfurt,"makkatravel, Porzellanhofstraße 4, 60313 Frankfurt am Main, Germany",6992020030,Google Places
Levitin Reisen -Interkon Travel Service GmbH,"Travel agency, Airline ticket agency",Frankfurt,"Levitin Reisen -Interkon Travel Service GmbH, Kaiserstraße 61, 60329 Frankfurt am Main, Germany",692566680,Google Places
Gilani Travel Agency,Travel agency,Frankfurt,"Gilani Travel Agency, Elisabethenstraße 45, 60594 Frankfurt am Main, Germany",6926947147,Google Places
Pan Arab Reiseservice GmbH,Travel agency,Frankfurt,"Pan Arab Reiseservice GmbH, Vilbeler Straße 29, 60313 Frankfurt am Main, Germany",6913379113,Google Places
East Africa Travel & More,Travel agency,Frankfurt,"East Africa Travel & More, Ludwigstraße 16, 60327 Frankfurt am Main, Germany",6984777430,Google Places
ATD Flugreisen GmbH,Travel agency,Frankfurt,"ATD Flugreisen GmbH, Europa-Allee 6, 60327 Frankfurt am Main, Germany",69958069700,Google Places
GSA Chile Touristik GmbH,Travel agency,Frankfurt,"GSA Chile Touristik GmbH, Neue Kräme 29, 60311 Frankfurt am Main, Germany",692102970,Google Places
Frankfurt Let's Go,Tour agency,Frankfurt,"Frankfurt Let's Go, Römerberg 6, 60311 Frankfurt am Main, Germany",15208547303,Google Places
Travel agency Ibero International GmbH,Travel agency,Frankfurt,"Travel agency Ibero International GmbH, Kirchnerstraße 3, 60311 Frankfurt am Main, Germany",699133700,Google Places
Sees Travel GmbH,Travel agency,Frankfurt,"Sees Travel GmbH, Porzellanhofstraße 4, 60313 Frankfurt am Main, Germany",6992020030,Google Places
